TargetName	DSP-1010474710004-A04	DSP-1010474710004-A06	DSP-1010474710004-A08	DSP-1010474710004-A10	DSP-1010474710004-A12	DSP-1010474710004-B02	DSP-1010474710004-B04	DSP-1010474710004-B06	DSP-1011206234567-H08
ABCA2	9.2569682920649	6.6790079478743	11.1001791816493	11.6941717941157	43.313447213937	54.6045329011295	28.3485508081489	25.9225763003183	3.17583575647301
ABCA3	8.53376764424734	4.29364796649062	4.75721964927827	3.89805726470524	8.05185877694984	14.4869168921364	4.0497929725927	4.71319569096696	6.35167151294602
ABCA4	7.52128673730274	7.15607994415104	3.17147976618551	7.79611452941049	4.99770544776197	10.0294040022483	4.0497929725927	4.71319569096696	5.55771257382777
ABCA5	5.35168479385002	5.72486395532083	6.34295953237102	3.89805726470524	5.83065635572229	13.3725386696644	8.09958594518539	2.35659784548348	9.52750726941903
ABCA6	4.48384401646894	3.81657597021389	6.34295953237102	3.89805726470524	3.60945393449475	5.57189111236015	4.0497929725927	2.35659784548348	5.55771257382777
ABCA7	5.20704466428651	4.77071996276736	4.75721964927827	3.89805726470524	3.8871042371482	4.45751288988812	4.0497929725927	4.71319569096696	3.96979469559126
ABCA8	8.53376764424734	10.4955839180882	14.2716589478348	27.2864008529367	13.0495642247118	21.1731862269686	8.09958594518539	9.42639138193392	3.96979469559126
ABCA9	4.33920388690543	6.20193595159757	3.17147976618551	3.89805726470524	4.16475453980164	1.11437822247203	4.0497929725927	2.35659784548348	4.76375363470951
ABCB1	5.20704466428651	7.15607994415104	6.34295953237102	11.6941717941157	4.44240484245508	12.2581604471923	4.0497929725927	4.71319569096696	8.73354833030078
ABCB10	12.8729715311528	14.3121598883021	25.3718381294841	15.592229058821	11.938963014098	8.91502577977625	16.1991718903708	16.4961849183844	7.93958939118253
ABCB11	6.50880583035814	5.2477919590441	9.51443929855653	3.89805726470524	5.27535575041541	6.68626933483219	4.0497929725927	9.42639138193392	6.35167151294602
ABCB4	3.61600323908785	2.86243197766042	1.58573988309276	3.89805726470524	1.38825151326721	3.34313466741609	4.0497929725927	2.35659784548348	2.38187681735476
ABCB5	7.95520712599328	8.58729593298125	11.1001791816493	31.1844581176419	6.10830665837574	4.45751288988812	4.0497929725927	2.35659784548348	3.96979469559126
ABCB6	6.50880583035814	10.0185119218115	7.92869941546377	7.79611452941049	9.99541089552393	2.22875644494406	4.0497929725927	7.06979353645044	5.55771257382777
ABCB7	8.24448738512031	11.4497279106417	17.4431387140203	3.89805726470524	9.44011029021705	7.80064755730422	4.0497929725927	7.06979353645044	5.55771257382777
ABCB8	6.65344595992165	6.6790079478743	12.685919064742	7.79611452941049	4.99770544776197	7.80064755730422	4.0497929725927	7.06979353645044	7.93958939118253
ABCB9	6.36416570079462	8.58729593298125	15.8573988309276	15.592229058821	7.49655817164295	6.68626933483219	4.0497929725927	7.06979353645044	9.52750726941903
ABCC1	0.144640129563514	0.477071996276736	1.58573988309276	3.89805726470524	0.277650302653443	1.11437822247203	4.0497929725927	2.35659784548348	0.793958939118252
ABCC10	4.77312427559597	4.77071996276736	4.75721964927827	3.89805726470524	3.8871042371482	3.34313466741609	4.0497929725927	7.06979353645044	3.96979469559126
ABCC11	6.94272621904868	10.4955839180882	9.51443929855653	3.89805726470524	5.27535575041541	6.68626933483219	8.09958594518539	2.35659784548348	6.35167151294602
ABCC12	4.91776440515948	5.72486395532083	4.75721964927827	3.89805726470524	3.60945393449475	4.45751288988812	4.0497929725927	4.71319569096696	4.76375363470951
ABCC2	6.0748854416676	6.6790079478743	4.75721964927827	3.89805726470524	6.38595696102918	8.91502577977625	4.0497929725927	2.35659784548348	10.3214662085373
ABCC3	16.4889747702406	23.8535998138368	23.7860982463913	23.3883435882315	9.71776059287049	6.68626933483219	4.0497929725927	7.06979353645044	6.35167151294602
ABCC4	3.18208285039731	4.77071996276736	3.17147976618551	7.79611452941049	5.27535575041541	3.34313466741609	4.0497929725927	2.35659784548348	3.17583575647301
ABCC5	10.8480097172636	8.58729593298125	20.6146184802058	3.89805726470524	16.3813678565531	11.1437822247203	4.0497929725927	2.35659784548348	10.3214662085373
ABCC6P1,ABCC6,ABCC6P2	7.23200647817571	9.06436792925798	19.0288785971131	15.592229058821	5.55300605306885	12.2581604471923	4.0497929725927	2.35659784548348	3.96979469559126
ABCC8	10.5587294581365	8.58729593298125	9.51443929855653	7.79611452941049	7.77420847429639	7.80064755730422	16.1991718903708	2.35659784548348	5.55771257382777
ABCC9	6.94272621904868	6.20193595159757	7.92869941546377	3.89805726470524	3.8871042371482	5.57189111236015	4.0497929725927	7.06979353645044	7.93958939118253
ABCD1	7.66592686686625	10.0185119218115	14.2716589478348	3.89805726470524	9.1624599875636	11.1437822247203	4.0497929725927	4.71319569096696	3.96979469559126
ABCD2	8.96768803293788	8.11022393670451	11.1001791816493	3.89805726470524	6.94125756633606	12.2581604471923	4.0497929725927	7.06979353645044	4.76375363470951
ABCD3	6.0748854416676	5.2477919590441	12.685919064742	3.89805726470524	6.66360726368262	10.0294040022483	4.0497929725927	2.35659784548348	5.55771257382777
ABCD4	8.38912751468382	6.20193595159757	6.34295953237102	7.79611452941049	3.8871042371482	4.45751288988812	8.09958594518539	2.35659784548348	3.17583575647301
ABCE1	11.5712103650811	10.4955839180882	14.2716589478348	3.89805726470524	11.6613127114446	13.3725386696644	4.0497929725927	14.1395870729009	7.14563045206427
ABCF1	10.9926498468271	16.220447873409	19.0288785971131	19.4902863235262	9.99541089552393	15.6012951146084	4.0497929725927	9.42639138193392	5.55771257382777
ABCF3	10.7033695877001	6.6790079478743	14.2716589478348	11.6941717941157	7.77420847429639	10.0294040022483	8.09958594518539	9.42639138193392	7.14563045206427
ABCG1	5.64096505297705	1.90828798510694	4.75721964927827	3.89805726470524	6.66360726368262	8.91502577977625	4.0497929725927	2.35659784548348	3.17583575647301
ABCG2	3.32672297996083	5.72486395532083	6.34295953237102	11.6941717941157	3.60945393449475	5.57189111236015	4.0497929725927	4.71319569096696	1.5879178782365
ABCG4	3.0374427208338	6.20193595159757	7.92869941546377	3.89805726470524	5.83065635572229	3.34313466741609	4.0497929725927	2.35659784548348	3.17583575647301
ABCG5	5.49632492341354	8.11022393670451	9.51443929855653	3.89805726470524	4.44240484245508	5.57189111236015	4.0497929725927	2.35659784548348	4.76375363470951
ABCG8	6.65344595992165	5.72486395532083	12.685919064742	3.89805726470524	3.8871042371482	4.45751288988812	4.0497929725927	2.35659784548348	3.96979469559126
ABHD1	6.0748854416676	5.72486395532083	4.75721964927827	3.89805726470524	4.72005514510852	2.22875644494406	4.0497929725927	2.35659784548348	3.17583575647301
ABHD10	7.81056699642977	5.72486395532083	12.685919064742	3.89805726470524	4.44240484245508	10.0294040022483	8.09958594518539	4.71319569096696	8.73354833030078
ABHD11	6.65344595992165	6.20193595159757	9.51443929855653	3.89805726470524	8.05185877694984	1.11437822247203	8.09958594518539	4.71319569096696	7.93958939118253
ABHD12	8.96768803293788	7.63315194042778	26.9575780125768	19.4902863235262	10.2730611981774	20.0588080044966	16.1991718903708	7.06979353645044	5.55771257382777
ABHD12B	2.60352233214325	5.2477919590441	4.75721964927827	3.89805726470524	6.38595696102918	3.34313466741609	4.0497929725927	4.71319569096696	6.35167151294602
ABHD13	4.0499236277784	5.72486395532083	7.92869941546377	3.89805726470524	4.99770544776197	7.80064755730422	4.0497929725927	4.71319569096696	4.76375363470951
ABHD14A,ABHD14A-ACY1	8.96768803293788	11.4497279106417	7.92869941546377	7.79611452941049	6.38595696102918	2.22875644494406	4.0497929725927	4.71319569096696	3.17583575647301
ABHD14B	7.52128673730274	5.2477919590441	7.92869941546377	3.89805726470524	5.55300605306885	6.68626933483219	4.0497929725927	7.06979353645044	7.14563045206427
ABHD15	3.90528349821488	3.81657597021389	4.75721964927827	3.89805726470524	3.8871042371482	6.68626933483219	4.0497929725927	4.71319569096696	6.35167151294602
ABHD16A	15.9104142519866	18.128735858516	7.92869941546377	23.3883435882315	13.6048648300187	11.1437822247203	8.09958594518539	16.4961849183844	17.4670966606016
ABHD16B	3.0374427208338	5.2477919590441	4.75721964927827	3.89805726470524	2.77650302653443	6.68626933483219	4.0497929725927	7.06979353645044	3.17583575647301
ABHD17A	16.6336148998041	26.2389597952205	33.3005375449479	11.6941717941157	23.6002757255426	20.0588080044966	4.0497929725927	21.2093806093513	5.55771257382777
ABHD17B	8.0998472555568	5.72486395532083	9.51443929855653	11.6941717941157	8.88480968491016	23.4019426719127	12.1493789177781	4.71319569096696	3.17583575647301
ABHD17C	10.2694491990095	13.3580158957486	15.8573988309276	27.2864008529367	7.77420847429639	10.0294040022483	4.0497929725927	2.35659784548348	7.14563045206427
ABHD18	8.67840777381085	7.63315194042778	12.685919064742	3.89805726470524	8.05185877694984	5.57189111236015	4.0497929725927	4.71319569096696	3.17583575647301
ABHD2	38.0403540752042	34.349183731925	42.8149768435044	46.7766871764629	14.7154660406325	16.7156733370805	16.1991718903708	7.06979353645044	1.5879178782365
ABHD3	7.66592686686625	10.0185119218115	9.51443929855653	7.79611452941049	6.10830665837574	11.1437822247203	4.0497929725927	2.35659784548348	3.96979469559126
ABHD4	6.94272621904868	7.63315194042778	3.17147976618551	7.79611452941049	6.10830665837574	16.7156733370805	4.0497929725927	7.06979353645044	4.76375363470951
ABHD5	6.21952557123111	5.72486395532083	7.92869941546377	7.79611452941049	10.2730611981774	6.68626933483219	4.0497929725927	18.8527827638678	7.93958939118253
ABHD6	5.93024531210408	12.8809438994719	4.75721964927827	3.89805726470524	12.2166133167515	16.7156733370805	4.0497929725927	9.42639138193392	6.35167151294602
ABHD8	9.98016893988248	10.4955839180882	23.7860982463913	3.89805726470524	8.60715938225672	7.80064755730422	4.0497929725927	4.71319569096696	5.55771257382777
ABI1	11.1372899763906	12.8809438994719	14.2716589478348	23.3883435882315	8.88480968491016	16.7156733370805	16.1991718903708	14.1395870729009	5.55771257382777
ABI2	18.8032168432568	24.3306718101135	22.2003583632986	11.6941717941157	9.71776059287049	4.45751288988812	8.09958594518539	7.06979353645044	3.17583575647301
ABI3	8.82304790337437	6.6790079478743	12.685919064742	23.3883435882315	4.44240484245508	6.68626933483219	4.0497929725927	4.71319569096696	3.17583575647301
ABI3BP	3.90528349821488	3.33950397393715	1.58573988309276	7.79611452941049	5.83065635572229	6.68626933483219	4.0497929725927	18.8527827638678	3.96979469559126
ABITRAM	19.5264174910744	20.9911678361764	22.2003583632986	15.592229058821	8.88480968491016	18.9444297820245	8.09958594518539	14.1395870729009	14.2912609041285
ABL1	15.0425734746055	11.9267999069184	7.92869941546377	7.79611452941049	12.4942636194049	21.1731862269686	4.0497929725927	14.1395870729009	6.35167151294602
ABL2	8.53376764424734	6.6790079478743	22.2003583632986	15.592229058821	8.88480968491016	11.1437822247203	4.0497929725927	9.42639138193392	7.93958939118253
ABLIM2	6.0748854416676	4.77071996276736	6.34295953237102	3.89805726470524	4.44240484245508	5.57189111236015	4.0497929725927	14.1395870729009	3.96979469559126
ABLIM3	6.0748854416676	3.33950397393715	9.51443929855653	3.89805726470524	4.44240484245508	10.0294040022483	4.0497929725927	7.06979353645044	7.93958939118253
ABO	8.0998472555568	9.06436792925798	9.51443929855653	3.89805726470524	4.72005514510852	7.80064755730422	4.0497929725927	4.71319569096696	2.38187681735476
ABR	10.5587294581365	14.3121598883021	6.34295953237102	7.79611452941049	8.05185877694984	6.68626933483219	4.0497929725927	4.71319569096696	2.38187681735476
ABRA	4.48384401646894	2.38535998138368	7.92869941546377	15.592229058821	3.05415332918787	6.68626933483219	4.0497929725927	2.35659784548348	7.14563045206427
ABRACL	9.11232816250139	6.6790079478743	6.34295953237102	3.89805726470524	7.49655817164295	11.1437822247203	4.0497929725927	21.2093806093513	11.9093840867738
ABRAXAS1	8.0998472555568	6.6790079478743	9.51443929855653	11.6941717941157	3.8871042371482	5.57189111236015	4.0497929725927	4.71319569096696	0.793958939118252
ABRAXAS2	7.52128673730274	7.63315194042778	3.17147976618551	11.6941717941157	4.72005514510852	5.57189111236015	4.0497929725927	7.06979353645044	4.76375363470951
ABT1	5.20704466428651	7.15607994415104	7.92869941546377	11.6941717941157	3.60945393449475	4.45751288988812	4.0497929725927	4.71319569096696	2.38187681735476
ABTB1	10.414089328573	8.58729593298125	14.2716589478348	3.89805726470524	8.88480968491016	3.34313466741609	8.09958594518539	9.42639138193392	11.1154251476555
ABTB2	7.81056699642977	7.15607994415104	7.92869941546377	11.6941717941157	7.21890786898951	8.91502577977625	4.0497929725927	2.35659784548348	4.76375363470951
ACAA1	11.5712103650811	10.9726559143649	19.0288785971131	11.6941717941157	8.60715938225672	16.7156733370805	4.0497929725927	14.1395870729009	7.14563045206427
ACAA2	10.8480097172636	8.58729593298125	12.685919064742	7.79611452941049	8.32950907960328	14.4869168921364	4.0497929725927	14.1395870729009	1.5879178782365
ACACA	8.96768803293788	11.4497279106417	7.92869941546377	7.79611452941049	3.60945393449475	5.57189111236015	4.0497929725927	2.35659784548348	0.793958939118252
ACACB	7.37664660773922	3.33950397393715	4.75721964927827	3.89805726470524	4.99770544776197	6.68626933483219	4.0497929725927	11.7829892274174	2.38187681735476
ACAD10	11.4265702355176	10.0185119218115	15.8573988309276	3.89805726470524	10.5507115008308	4.45751288988812	4.0497929725927	2.35659784548348	4.76375363470951
ACAD11,NPHP3-ACAD11	10.7033695877001	9.06436792925798	11.1001791816493	7.79611452941049	6.66360726368262	11.1437822247203	8.09958594518539	7.06979353645044	3.17583575647301
ACAD8	10.9926498468271	13.3580158957486	25.3718381294841	7.79611452941049	6.94125756633606	11.1437822247203	4.0497929725927	4.71319569096696	5.55771257382777
ACAD9	1.0124809069446	0.954143992553472	1.58573988309276	3.89805726470524	0.277650302653443	1.11437822247203	4.0497929725927	2.35659784548348	0.793958939118252
ACADL	4.91776440515948	8.11022393670451	14.2716589478348	11.6941717941157	4.72005514510852	4.45751288988812	4.0497929725927	2.35659784548348	5.55771257382777
ACADM	9.2569682920649	8.11022393670451	12.685919064742	11.6941717941157	11.6613127114446	7.80064755730422	4.0497929725927	4.71319569096696	9.52750726941903
ACADS	10.2694491990095	13.8350878920253	17.4431387140203	19.4902863235262	9.44011029021705	8.91502577977625	8.09958594518539	7.06979353645044	10.3214662085373
ACADSB	8.0998472555568	7.63315194042778	6.34295953237102	3.89805726470524	8.32950907960328	15.6012951146084	125.543582150374	14.1395870729009	7.14563045206427
ACADVL	33.7011501882988	34.8262557282017	44.4007167265971	38.9805726470524	31.6521345024925	46.8038853438253	8.09958594518539	25.9225763003183	6.35167151294602
ACAN	6.21952557123111	5.2477919590441	4.75721964927827	3.89805726470524	5.83065635572229	7.80064755730422	4.0497929725927	2.35659784548348	3.96979469559126
ACAP1,KCTD11	14.4640129563514	20.5140958398996	22.2003583632986	27.2864008529367	6.66360726368262	7.80064755730422	4.0497929725927	4.71319569096696	7.14563045206427
ACAP2	7.08736634861219	8.58729593298125	1.58573988309276	3.89805726470524	4.72005514510852	2.22875644494406	4.0497929725927	2.35659784548348	8.73354833030078
ACAP3	11.1372899763906	13.8350878920253	4.75721964927827	3.89805726470524	9.71776059287049	13.3725386696644	8.09958594518539	11.7829892274174	4.76375363470951
ACAT1	10.5587294581365	8.11022393670451	15.8573988309276	3.89805726470524	9.1624599875636	16.7156733370805	8.09958594518539	11.7829892274174	4.76375363470951
ACAT2	8.53376764424734	7.15607994415104	11.1001791816493	7.79611452941049	7.49655817164295	11.1437822247203	4.0497929725927	18.8527827638678	3.96979469559126
ACBD3	10.5587294581365	9.54143992553472	12.685919064742	11.6941717941157	7.49655817164295	13.3725386696644	4.0497929725927	14.1395870729009	9.52750726941903
ACBD4	6.0748854416676	5.2477919590441	1.58573988309276	3.89805726470524	3.8871042371482	5.57189111236015	4.0497929725927	2.35659784548348	3.96979469559126
ACBD5	7.95520712599328	10.4955839180882	12.685919064742	3.89805726470524	13.6048648300187	12.2581604471923	4.0497929725927	14.1395870729009	3.17583575647301
ACBD6	8.38912751468382	10.9726559143649	12.685919064742	7.79611452941049	6.38595696102918	8.91502577977625	4.0497929725927	7.06979353645044	4.76375363470951
ACBD7	5.49632492341354	6.20193595159757	6.34295953237102	15.592229058821	6.66360726368262	3.34313466741609	4.0497929725927	2.35659784548348	4.76375363470951
ACCS	5.64096505297705	6.6790079478743	1.58573988309276	3.89805726470524	4.99770544776197	3.34313466741609	4.0497929725927	4.71319569096696	3.96979469559126
ACCSL	6.36416570079462	5.2477919590441	14.2716589478348	11.6941717941157	3.8871042371482	3.34313466741609	4.0497929725927	2.35659784548348	2.38187681735476
ACD	6.21952557123111	7.15607994415104	11.1001791816493	3.89805726470524	4.99770544776197	4.45751288988812	4.0497929725927	16.4961849183844	3.96979469559126
ACE	9.40160842162842	5.72486395532083	6.34295953237102	3.89805726470524	6.38595696102918	12.2581604471923	4.0497929725927	14.1395870729009	3.17583575647301
ACE2	6.94272621904868	7.15607994415104	6.34295953237102	3.89805726470524	6.10830665837574	8.91502577977625	4.0497929725927	7.06979353645044	8.73354833030078
ACER1	5.93024531210408	9.06436792925798	4.75721964927827	15.592229058821	3.60945393449475	5.57189111236015	4.0497929725927	4.71319569096696	7.14563045206427
ACER2	7.37664660773922	10.9726559143649	9.51443929855653	15.592229058821	6.38595696102918	6.68626933483219	12.1493789177781	7.06979353645044	8.73354833030078
ACER3	7.37664660773922	9.06436792925798	15.8573988309276	15.592229058821	7.49655817164295	8.91502577977625	12.1493789177781	4.71319569096696	7.14563045206427
ACHE	10.2694491990095	12.4038719031951	14.2716589478348	7.79611452941049	8.32950907960328	3.34313466741609	8.09958594518539	11.7829892274174	11.1154251476555
ACIN1	9.98016893988248	8.58729593298125	11.1001791816493	3.89805726470524	13.0495642247118	11.1437822247203	8.09958594518539	4.71319569096696	3.17583575647301
ACKR1	2.74816246170677	1.43121598883021	1.58573988309276	3.89805726470524	1.11060121061377	1.11437822247203	4.0497929725927	2.35659784548348	1.5879178782365
ACKR2	7.23200647817571	5.2477919590441	7.92869941546377	3.89805726470524	4.44240484245508	6.68626933483219	4.0497929725927	7.06979353645044	5.55771257382777
ACKR3	5.49632492341354	7.15607994415104	4.75721964927827	7.79611452941049	4.99770544776197	8.91502577977625	4.0497929725927	14.1395870729009	62.7227561903419
ACKR4	3.47136310952434	3.81657597021389	1.58573988309276	3.89805726470524	3.8871042371482	1.11437822247203	4.0497929725927	2.35659784548348	2.38187681735476
ACLY	7.81056699642977	9.06436792925798	4.75721964927827	7.79611452941049	7.77420847429639	6.68626933483219	8.09958594518539	14.1395870729009	4.76375363470951
ACMSD	6.21952557123111	7.15607994415104	12.685919064742	3.89805726470524	5.55300605306885	6.68626933483219	8.09958594518539	4.71319569096696	7.14563045206427
ACO1	8.96768803293788	10.0185119218115	14.2716589478348	11.6941717941157	5.83065635572229	6.68626933483219	4.0497929725927	7.06979353645044	3.96979469559126
ACO2	11.8604906242082	10.9726559143649	11.1001791816493	19.4902863235262	13.8825151326721	15.6012951146084	4.0497929725927	11.7829892274174	3.17583575647301
ACOD1	7.52128673730274	6.20193595159757	12.685919064742	7.79611452941049	6.94125756633606	8.91502577977625	4.0497929725927	7.06979353645044	6.35167151294602
ACOT1	7.66592686686625	5.2477919590441	15.8573988309276	15.592229058821	5.55300605306885	3.34313466741609	4.0497929725927	2.35659784548348	11.1154251476555
ACOT11	8.24448738512031	7.63315194042778	9.51443929855653	19.4902863235262	4.99770544776197	7.80064755730422	4.0497929725927	11.7829892274174	4.76375363470951
ACOT12	7.37664660773922	8.11022393670451	11.1001791816493	3.89805726470524	4.16475453980164	4.45751288988812	4.0497929725927	2.35659784548348	12.703343025892
ACOT13	7.66592686686625	4.77071996276736	3.17147976618551	15.592229058821	8.88480968491016	7.80064755730422	4.0497929725927	7.06979353645044	5.55771257382777
ACOT2	8.82304790337437	14.7892318845788	25.3718381294841	3.89805726470524	6.10830665837574	6.68626933483219	4.0497929725927	9.42639138193392	7.14563045206427
ACOT4	12.1497708833352	6.6790079478743	11.1001791816493	11.6941717941157	4.99770544776197	5.57189111236015	12.1493789177781	2.35659784548348	3.17583575647301
ACOT6	5.49632492341354	8.58729593298125	7.92869941546377	7.79611452941049	6.38595696102918	4.45751288988812	4.0497929725927	2.35659784548348	5.55771257382777
ACOT7	5.93024531210408	6.6790079478743	7.92869941546377	7.79611452941049	6.66360726368262	3.34313466741609	4.0497929725927	7.06979353645044	3.96979469559126
ACOT8	8.0998472555568	11.9267999069184	6.34295953237102	11.6941717941157	9.44011029021705	7.80064755730422	4.0497929725927	9.42639138193392	7.14563045206427
ACOT9	4.91776440515948	9.06436792925798	3.17147976618551	3.89805726470524	3.8871042371482	7.80064755730422	4.0497929725927	7.06979353645044	4.76375363470951
ACOX1	10.2694491990095	11.9267999069184	7.92869941546377	3.89805726470524	4.99770544776197	2.22875644494406	4.0497929725927	7.06979353645044	3.96979469559126
ACOX2	8.53376764424734	7.15607994415104	9.51443929855653	7.79611452941049	5.83065635572229	3.34313466741609	4.0497929725927	4.71319569096696	9.52750726941903
ACOX3	6.21952557123111	7.15607994415104	9.51443929855653	7.79611452941049	6.66360726368262	7.80064755730422	4.0497929725927	7.06979353645044	1.5879178782365
ACOXL	4.91776440515948	5.2477919590441	9.51443929855653	3.89805726470524	4.72005514510852	4.45751288988812	4.0497929725927	4.71319569096696	13.4973019650103
ACP1	12.7283314015893	15.7433758771323	25.3718381294841	15.592229058821	9.44011029021705	13.3725386696644	8.09958594518539	11.7829892274174	9.52750726941903
ACP2	10.9926498468271	10.4955839180882	17.4431387140203	11.6941717941157	9.71776059287049	6.68626933483219	4.0497929725927	14.1395870729009	2.38187681735476
ACP4	7.95520712599328	8.58729593298125	9.51443929855653	7.79611452941049	3.8871042371482	4.45751288988812	8.09958594518539	4.71319569096696	7.93958939118253
ACP5	5.93024531210408	9.06436792925798	9.51443929855653	3.89805726470524	4.16475453980164	6.68626933483219	4.0497929725927	14.1395870729009	7.93958939118253
ACP6	7.95520712599328	13.8350878920253	11.1001791816493	3.89805726470524	6.38595696102918	7.80064755730422	4.0497929725927	4.71319569096696	4.76375363470951
ACP7	7.37664660773922	4.77071996276736	14.2716589478348	3.89805726470524	4.99770544776197	5.57189111236015	4.0497929725927	2.35659784548348	11.1154251476555
