TargetName	DSP-1010474710004-A04	DSP-1010474710004-A06	DSP-1010474710004-A08	DSP-1010474710004-A10	DSP-1010474710004-A12	DSP-1010474710004-B02	DSP-1010474710004-B04	DSP-1010474710004-B06	DSP-1011206234567-H08
LSM12	80	25	10	2	33	8	1	2	9
LSM14A	69	17	14	5	28	7	1	5	5
LSM14B	44	16	8	2	30	5	1	4	5
LSM2	117	45	9	5	33	5	1	4	5
LSM3	70	20	9	1	33	9	1	1	6
LSM5	43	21	12	4	19	3	1	1	6
LSM6	44	14	3	1	29	6	1	2	7
LSM7	89	18	12	2	35	9	1	6	5
LSM8	53	9	6	2	25	9	1	1	5
LSMEM1	73	17	10	1	30	5	3	3	7
LSMEM2	31	11	11	2	20	2	2	1	3
LSP1	42	16	10	4	19	4	1	4	8
LSR	46	17	5	2	19	4	1	1	3
LSS	58	18	4	4	34	8	1	6	7
LST1	91	14	6	5	32	7	2	2	10
LTA	43	14	7	3	24	7	1	2	3
LTA4H	55	10	10	1	28	5	1	3	11
LTB	29	17	6	3	13	1	1	3	8
LTB4R	22	5	2	1	10	3	1	1	9
LTB4R2	1	1	1	1	1	1	1	1	1
LTBP1	50	23	11	1	33	10	1	3	14
LTBP2	41	21	6	1	29	10	1	6	9
LTBP3	140	38	11	7	55	9	6	4	14
LTBP4	54	18	8	2	24	8	1	4	8
LTBR	87	24	17	4	26	8	1	6	12
LTC4S	48	18	7	1	16	5	1	1	6
LTF	61	23	4	3	20	5	1	1	4
LTK	41	15	7	4	16	5	1	3	3
LTN1	73	31	5	3	30	11	4	2	6
LTO1	85	24	7	5	29	7	1	3	5
LTV1	57	11	6	1	21	8	1	1	7
LUC7L	64	12	10	3	44	18	1	7	6
LUC7L3	125	35	12	8	46	16	1	3	10
LUM	42	16	7	1	23	4	1	1	9
LURAP1	55	19	7	2	21	9	1	2	11
LURAP1L	45	14	12	3	22	12	1	3	2
LUZP1	49	14	6	1	13	4	1	2	3
LUZP2	58	11	7	2	24	9	2	4	6
LUZP4	35	6	3	3	19	1	3	3	5
LVRN	41	7	3	1	20	2	1	2	5
LXN	50	16	7	3	24	7	1	2	6
LY6D	37	14	4	2	13	6	1	1	4
LY6E	42	18	4	4	19	3	1	4	4
LY6G5B	62	28	9	2	34	5	1	3	18
LY6G5C	47	21	10	3	20	9	1	3	8
LY6G6C	30	6	2	1	27	9	1	1	7
LY6G6D	40	10	2	1	9	8	1	1	8
LY6G6F	46	15	2	6	17	5	1	3	11
LY6H	56	23	4	2	22	8	1	1	5
LY6K	55	19	5	6	26	8	1	4	9
LY6L	48	17	10	1	25	8	1	1	7
LY75	42	15	6	2	19	4	1	1	6
LY86	50	19	4	1	20	5	1	4	4
LY9	38	13	3	1	15	8	1	4	1
LY96	44	17	7	2	20	12	4	3	6
LYAR	32	6	6	3	16	7	2	3	10
LYG1	41	10	6	3	15	4	1	5	6
LYG2	41	12	5	3	15	6	1	3	23
LYL1	46	15	5	1	23	8	1	2	4
LYN	44	24	2	2	21	5	2	3	6
LYNX1	68	25	9	3	31	7	1	4	5
LYNX1-SLURP2,SLURP2	93	37	6	3	58	16	2	2	34
LYPD1	215	81	19	9	31	13	4	6	8
LYPD2	40	9	2	1	16	2	1	4	4
LYPD3	62	12	7	5	15	11	2	2	6
LYPD4	49	17	2	2	19	9	1	2	9
LYPD5	35	10	4	2	9	6	1	3	3
LYPD6	40	6	4	1	7	4	1	2	5
LYPD6B	55	8	2	3	24	6	2	4	1
LYPD8	56	15	10	2	21	3	1	2	1
LYPLA1	68	31	11	2	27	13	1	9	5
LYPLA2	67	21	5	4	32	6	2	2	5
LYPLAL1	42	11	3	1	18	9	1	1	8
LYRM1	45	28	7	1	31	10	1	5	6
LYRM2	1822	583	202	78	358	103	7	32	23
LYRM4	68	26	6	1	22	7	3	4	10
LYRM7	22	10	1	2	16	4	1	1	4
LYRM9	41	14	7	4	20	7	1	2	6
LYSMD1	63	32	8	4	21	3	1	3	10
LYSMD2	58	22	10	2	16	3	1	2	9
LYSMD3	51	19	9	1	19	7	1	2	9
LYSMD4	51	11	4	1	27	6	1	6	6
LYST	68	33	10	2	32	13	2	2	11
LYVE1	37	17	5	3	20	4	1	8	6
LYZ	36	16	2	2	20	8	1	5	26
LYZL1,LYZL2	53	19	7	2	19	2	1	2	9
LYZL4	44	9	8	2	16	5	1	3	5
LYZL6	33	16	5	1	14	4	1	1	12
LZIC	37	16	1	2	26	11	1	3	11
LZTFL1	49	11	12	5	19	5	1	1	7
LZTS1	57	21	7	1	18	6	3	4	5
LZTS2	32	11	4	2	33	9	1	2	2
LZTS3	60	22	7	2	30	8	1	1	8
M1AP	46	17	5	1	19	5	1	3	6
M6PR	86	20	12	4	45	16	1	3	16
MAATS1	43	13	5	5	14	1	1	1	3
MAB21L1	37	21	9	3	14	5	1	1	4
MAB21L2	23	11	1	1	10	6	1	1	2
MAB21L3	43	12	3	1	22	9	1	2	7
MAB21L4	40	19	5	2	16	5	1	1	5
MACC1	27	7	6	1	18	1	1	1	4
MACF1	216	75	16	11	89	27	2	14	13
MACO1	52	17	10	3	36	13	2	8	7
MACROD1	55	26	6	3	19	4	1	3	5
MACROD2	31	13	5	7	13	6	1	2	8
MACROH2A2	54	18	12	1	18	3	1	3	5
MAD1L1	68	17	8	1	20	6	1	1	7
MAD2L1	53	15	7	2	28	2	1	1	5
MAD2L1BP	53	18	7	3	21	7	1	1	8
MAD2L2	60	18	11	1	26	8	1	3	1
MADCAM1	36	11	4	2	22	3	1	1	11
MADD	68	22	9	4	41	11	1	3	8
MAEA	58	22	6	4	34	8	1	11	9
MAEL	42	11	5	1	14	6	1	2	3
MAF	43	24	4	1	41	12	1	3	11
MAF1	81	19	10	2	41	12	1	6	7
MAFA	83	23	7	1	57	16	1	5	6
MAFB	51	13	3	3	26	4	1	1	4
MAFF	59	17	8	1	22	9	1	9	7
MAFG	46	14	2	1	19	4	2	2	6
MAFK	39	11	4	1	33	10	1	1	5
MAG	57	23	6	2	321	103	13	25	8
MAGEA1	42	13	3	3	15	2	2	6	9
MAGEA10	35	8	6	1	18	8	1	2	5
MAGEA11	54	14	3	2	20	11	1	4	7
MAGEA12	20	8	5	1	20	7	1	3	11
MAGEA2,MAGEA2B	34	14	2	1	16	5	3	2	6
MAGEA4	48	20	9	2	22	3	2	2	15
MAGEA6,MAGEA3	65	20	6	3	36	13	3	2	3
MAGEA8	39	6	5	2	26	3	1	3	8
MAGEA9,MAGEA9B	31	14	4	1	19	4	1	2	4
MAGEB1	38	9	7	1	20	5	1	1	6
MAGEB10	19	10	1	1	8	3	1	2	3
MAGEB16	26	7	1	1	17	4	1	1	6
MAGEB17	22	5	2	1	6	4	1	3	3
MAGEB18	39	11	5	1	19	4	3	1	5
MAGEB2	32	12	5	1	14	4	1	3	4
MAGEB3	42	16	4	1	15	2	1	1	6
MAGEB4	35	10	7	1	15	5	1	2	4
MAGEB5	39	10	2	1	23	4	1	2	1
MAGEB6	48	16	3	3	13	2	1	2	8
MAGEC2	31	10	6	1	21	7	1	1	5
MAGEC3	32	15	7	1	14	5	1	1	11
MAGED1	154	46	18	7	55	14	5	5	4
MAGED2	118	37	8	6	58	10	3	7	10
MAGED4,MAGED4B	118	30	14	3	39	5	1	2	4
MAGEE1	40	18	3	1	32	9	1	3	5
MAGEE2	45	18	6	1	21	3	1	3	2
MAGEF1	87	19	8	6	27	8	3	3	9
MAGEH1	57	13	6	1	30	8	1	4	5
MAGEL2	21	9	3	1	8	1	1	1	3
MAGI1	49	23	9	8	26	4	1	3	7
MAGI2	43	14	3	2	22	5	2	2	5
MAGI3	67	19	5	1	22	3	1	4	10
MAGIX	51	10	3	3	16	5	2	2	18
MAGOH	71	16	4	3	27	14	1	3	4
MAGOHB	47	21	5	2	20	5	1	2	5
MAGT1	42	16	2	3	38	18	2	2	19
MAIP1	38	18	5	1	12	8	1	2	13
MAJIN	207	62	31	12	75	23	2	7	9
MAK	46	13	1	2	16	1	1	2	2
MAK16	34	24	6	3	23	3	1	4	6
MAL	48	14	10	1	146	47	5	5	6
MAL2	44	19	4	1	16	5	1	1	2
MALL	48	13	11	1	11	9	1	3	4
MALRD1	65	20	7	1	29	6	1	3	19
MALSU1	90	27	7	2	40	11	1	3	7
MALT1	63	15	10	5	21	11	1	1	9
MAMDC2	43	17	12	1	27	6	1	1	9
MAMDC4	61	11	4	2	22	4	1	1	3
MAML1	70	25	6	2	21	11	1	4	7
MAML2	40	8	4	1	13	4	1	1	5
MAML3	29	9	5	1	15	4	1	4	4
MAMLD1	78	19	9	3	21	4	1	3	7
MAMSTR	67	13	8	1	9	8	1	2	3
MAN1A1	51	7	2	1	32	7	1	1	7
MAN1A2	53	10	6	1	26	6	1	3	9
MAN1B1	52	12	12	1	23	6	1	5	5
MAN1C1	10	6	1	1	15	5	1	1	1
MAN2A1	79	24	11	1	84	27	3	5	10
MAN2A2	59	22	11	2	65	24	2	7	9
MAN2B1	81	24	7	1	48	18	1	3	9
MAN2B2	48	6	5	4	18	2	1	4	6
MAN2C1	91	27	10	4	36	8	1	1	7
MANBA	56	17	7	5	25	4	1	3	4
MANBAL	68	18	10	6	27	6	3	3	7
MANEA	52	10	2	3	26	9	1	1	6
MANEAL	19	7	2	1	7	1	1	1	7
MANF	47	17	3	1	28	11	1	2	5
MANSC1	42	12	3	1	24	7	1	1	9
MANSC4	66	16	6	2	28	8	1	2	8
MAOA	61	10	10	1	31	7	3	1	9
MAOB	248	64	20	5	85	26	2	5	7
MAP10	25	16	1	2	5	4	1	1	2
MAP11	58	29	2	5	35	7	1	7	1
MAP1A	78	33	6	3	64	11	2	5	5
MAP1B	153	39	13	5	103	29	4	15	10
MAP1LC3A	66	14	6	2	24	11	1	1	11
MAP1LC3B,MAP1LC3B2	89	24	12	2	64	16	1	13	13
MAP1LC3C	53	16	7	1	24	6	1	2	7
MAP1S	57	12	5	4	29	8	1	2	5
MAP2	223	67	20	5	35	13	2	4	4
MAP2K1	100	35	10	3	38	12	3	5	5
MAP2K2,LOC407835	86	29	7	4	36	7	1	3	8
MAP2K3	68	26	10	1	36	11	1	2	8
MAP2K4	63	19	5	5	34	15	1	1	11
MAP2K5	58	26	7	2	21	3	1	3	15
MAP2K6	60	16	5	1	18	6	1	1	16
MAP2K7	74	22	7	1	23	5	1	5	8
MAP3K1	61	29	9	3	14	2	1	4	4
MAP3K10	81	30	6	3	32	15	2	5	5
MAP3K11	44	12	5	1	23	4	1	4	5
MAP3K12	57	17	7	3	27	6	1	2	4
MAP3K13	38	10	6	1	16	7	1	1	3
MAP3K14	79	24	10	1	23	7	1	2	6
MAP3K15	37	11	3	2	24	5	1	3	6
MAP3K19	53	9	2	1	21	6	1	2	8
MAP3K2	69	24	12	1	41	10	3	5	12
MAP3K20	37	10	5	1	14	4	1	1	4
MAP3K21	44	13	6	1	14	7	1	3	3
MAP3K3	53	14	6	1	25	1	2	1	5
MAP3K4	70	15	4	1	23	6	1	2	8
MAP3K5	59	20	6	1	46	8	1	1	6
MAP3K6	5	2	1	1	5	1	1	1	2
MAP3K7	63	23	8	3	32	6	1	10	5
MAP3K7CL	739	234	93	35	267	82	10	30	42
MAP3K8	35	12	2	2	24	12	1	3	4
MAP3K9	47	17	3	1	19	4	1	1	4
MAP4	125	38	16	1	81	37	6	9	5
MAP4K1	76	19	9	1	31	10	1	3	8
MAP4K2	45	12	11	2	16	10	1	6	4
MAP4K3	59	12	9	1	32	8	1	7	9
MAP4K4	153	54	12	2	112	37	3	6	14
MAP4K5	40	13	8	1	40	11	1	4	11
MAP6	69	23	6	2	26	9	1	7	10
MAP6D1	66	24	3	2	85	30	2	5	2
MAP7	30	15	3	1	56	14	3	5	3
MAP7D1	52	12	7	1	33	17	1	7	6
MAP7D2	37	14	6	1	15	2	1	2	6
MAP7D3	60	12	5	2	27	11	1	1	10
MAP9	48	17	8	1	23	9	1	6	11
MAPK1	106	21	17	3	51	13	1	3	4
MAPK10	78	15	3	2	35	11	3	3	8
MAPK11	41	11	7	1	12	5	1	2	7
MAPK12	70	21	7	1	27	7	1	3	3
MAPK13	50	14	4	1	21	5	1	1	5
MAPK14	20	8	1	1	9	1	1	1	1
MAPK15	44	15	2	2	23	4	1	3	13
MAPK1IP1L	117	44	20	6	20	7	1	2	10
MAPK3	75	24	5	1	49	15	1	5	8
MAPK4	52	16	6	1	44	12	1	3	4
MAPK6	112	48	19	6	39	9	2	5	8
MAPK7	70	20	5	1	27	4	1	1	7
MAPK8	54	18	4	3	14	6	1	1	6
MAPK8IP1	86	20	12	2	43	5	1	3	12
MAPK8IP2	57	12	6	3	25	6	1	5	5
MAPK8IP3	99	19	7	1	73	16	2	14	4
MAPK9	39	27	10	2	21	7	1	5	15
MAPKAP1	79	28	13	5	26	6	2	2	5
MAPKAPK2	72	26	10	4	59	13	2	6	8
MAPKAPK3	69	26	3	2	21	7	3	4	10
MAPKAPK5	59	18	8	2	22	7	1	3	8
MAPKBP1	405	130	35	8	80	16	2	9	29
MAPRE1	139	48	15	6	61	23	1	3	6
MAPRE2	70	16	4	3	41	16	1	5	8
MAPRE3	79	24	8	3	53	15	1	5	5
MAPT	105	41	11	5	64	10	3	3	6
MARCH1,MARCHF1	99	33	7	2	56	16	4	4	12
MARCH10,MARCHF10,LOC105371855	46	13	5	1	12	5	1	2	6
MARCH8,MARCHF8	39	11	3	1	27	8	1	1	7
MARCHF11	28	15	3	1	13	3	1	3	8
MARCHF2	80	24	7	2	31	10	3	10	4
MARCHF3,MARCH3	29	8	2	1	16	4	1	1	7
MARCHF4	36	21	8	2	15	7	1	3	7
MARCHF5	76	25	11	4	43	13	1	9	16
MARCHF6,MARCH6	118	35	14	4	45	14	1	6	6
MARCHF7,LY75-CD302,CD302	55	21	7	3	25	14	1	3	5
MARCHF9	58	19	10	2	21	3	1	1	11
MARCKS	132	30	7	2	55	22	5	3	5
MARCKSL1	351	133	33	17	256	80	11	30	8
MARCO	41	11	5	6	17	9	1	1	10
MARCOL	38	17	5	1	15	1	1	1	4
MARF1	65	24	8	2	28	8	1	3	7
MARK1	46	18	3	1	11	2	1	1	11
MARK2	86	17	7	3	47	16	3	4	13
MARK3	75	23	13	4	33	13	3	7	8
MARK4	58	29	6	4	26	4	1	2	3
MARS1,MARS	65	17	12	3	40	8	1	8	3
MARS2	44	12	7	1	22	7	1	2	4
MARVELD1	72	13	3	1	22	11	1	3	5
MARVELD2	42	16	5	2	20	11	1	4	9
MARVELD3	32	20	4	1	27	6	1	3	7
MAS1	42	15	8	3	17	6	1	1	7
MAS1L	50	10	6	1	10	2	1	1	2
MASP1	39	13	5	1	14	6	1	1	5
MASP2	39	12	5	2	25	11	1	2	2
MAST1	65	5	2	4	21	6	1	1	7
MAST2	90	24	9	1	27	7	1	2	9
MAST3	65	18	7	2	43	14	2	2	15
MAST4	72	14	4	5	21	7	1	4	2
MASTL	45	16	4	1	24	10	4	3	7
MAT1A	45	13	2	1	22	5	1	1	5
MAT2A	165	65	14	10	118	33	9	19	9
MAT2B	59	19	4	3	21	7	2	4	5
MATK	51	19	5	1	23	6	1	1	9
MATN1	42	19	7	5	20	5	1	1	13
MATN2	99	30	6	4	24	14	1	1	2
MATN3	33	9	4	4	18	7	1	1	4
MATN4	34	14	3	2	14	4	1	2	5
MATR3	126	61	20	6	74	25	2	8	6
MAU2	37	12	3	1	11	7	1	5	6
MAVS	68	31	6	7	27	6	1	2	1
MAX,LOC100506321	84	30	7	1	50	4	2	3	6
MAZ	1407	442	153	42	354	107	17	46	36
MB	41	18	2	1	15	3	1	1	3
MB21D2	28	11	4	1	8	3	1	1	2
MBD1	83	26	9	2	43	4	1	6	9
MBD2	90	27	8	2	45	14	2	3	8
MBD3	93	41	11	2	37	16	3	4	1
MBD3L1	47	11	5	2	18	2	1	1	9
MBD3L2,MBD3L3,MBD3L5,MBD3L4,MBD3L2B	136	45	14	4	51	7	2	6	10
MBD4	57	16	9	2	35	7	1	4	7
MBD5	52	14	7	3	22	6	2	5	6
MBD6	34	12	4	1	26	6	1	1	8
MBIP	43	15	5	3	16	10	1	4	7
MBL2	45	23	3	1	15	5	1	2	6
MBLAC1	47	11	4	1	15	2	1	1	7
MBLAC2	55	14	12	1	27	7	1	3	7
MBNL1	41	20	9	1	47	9	2	5	7
MBNL2	46	18	2	1	68	19	3	6	7
MBNL3	45	18	3	1	16	4	1	2	29
MBOAT1	45	13	5	1	18	8	1	4	6
MBOAT2	78	25	8	1	38	9	1	6	12
MBOAT4	41	5	2	1	22	8	1	1	7
MBOAT7	61	22	11	2	30	11	1	6	10
MBP	79	37	7	2	3297	1335	170	99	7
MBTD1	105	32	15	2	57	10	3	4	21
MBTPS1	61	18	10	2	31	10	2	4	12
MBTPS2	34	12	5	1	30	3	1	1	9
MC1R	47	14	5	3	19	8	2	1	8
MC2R	49	16	4	3	12	5	1	3	4
MC3R	40	13	1	1	14	6	2	4	3
MC4R	41	10	7	3	20	3	1	2	4
MC5R	45	11	3	3	25	4	2	1	6
MCAM	80	36	7	1	49	16	4	3	9
MCAT	53	13	7	3	17	9	1	3	5
MCC	52	14	3	4	21	6	1	1	2
MCCC1	56	23	6	1	23	8	1	7	3
MCCC2	71	22	3	4	37	10	2	1	5
MCCD1	76	23	8	4	17	6	1	1	7
MCEE	45	14	6	2	21	5	1	2	3
MCEMP1	21	9	3	1	10	4	1	1	1
MCF2	46	15	5	1	24	3	1	2	5
MCF2L	68	20	4	2	34	15	3	5	9
MCF2L2,LOC107986160	53	19	4	1	26	4	1	2	2
MCFD2	80	31	14	4	27	13	2	4	4
MCHR1	53	16	8	2	24	7	1	1	2
MCHR2	29	7	2	2	18	5	1	1	7
MCIDAS	30	17	6	1	12	4	2	2	9
MCL1	166	41	22	5	89	34	2	14	10
MCM10	47	10	4	2	16	8	1	3	9
MCM3	54	26	16	2	22	6	1	2	8
MCM3AP	69	28	9	5	30	10	2	5	6
MCM4	31	7	3	1	17	1	1	2	3
MCM5	83	24	18	8	32	3	1	2	14
MCM6	50	18	7	2	15	8	1	2	7
MCM7	37	10	3	3	9	4	1	3	5
MCM8	60	26	3	1	18	7	2	1	7
MCM9	92	21	9	3	46	9	1	7	21
MCMBP	35	17	2	1	10	10	1	5	11
MCMDC2	42	12	4	1	18	6	1	1	5
MCOLN1	68	28	16	1	21	12	1	3	7
MCOLN2	43	22	1	2	14	10	1	1	4
MCOLN3	46	16	7	2	19	7	1	1	6
MCPH1	28	10	1	1	6	7	1	2	5
MCRIP1	98	32	8	1	39	13	1	10	6
MCRIP2	109	38	17	2	33	6	1	5	6
MCRS1	59	14	8	1	25	5	3	1	4
MCTP1	46	15	5	5	14	2	1	1	3
MCTP2	44	11	6	1	17	3	2	1	5
MCTS1	41	12	4	1	25	10	1	4	7
MCU	41	13	5	2	20	9	1	1	7
MCUB	103	31	14	2	59	12	3	4	10
MCUR1	72	20	8	4	26	5	1	5	3
MDC1	71	21	7	1	33	4	1	1	7
MDFI	135	30	11	6	28	4	2	2	1
MDFIC	62	18	6	1	19	4	2	3	9
MDFIC2	39	15	6	1	19	4	1	1	6
MDGA2	36	9	1	2	16	3	2	1	4
MDH1	77	28	7	2	57	15	1	7	7
MDH1B	43	12	6	1	19	9	1	3	2
MDH2	84	29	13	1	56	10	2	5	10
MDK	122	39	16	4	48	14	1	4	14
MDM1	57	24	6	2	23	8	1	4	4
MDM2	60	13	10	4	24	9	2	3	9
MDM4	89	37	10	4	45	8	1	5	10
MDN1	84	19	6	3	32	5	2	4	9
MDP1	47	17	1	1	27	6	2	5	12
ME1	29	17	6	2	18	6	2	1	4
ME2	63	22	8	4	31	10	1	4	4
ME3	44	19	8	2	20	5	1	1	14
MEA1	53	20	9	2	35	4	1	3	6
MEAF6	89	32	3	2	28	11	1	2	4
MEAK7	52	11	10	2	37	6	1	5	12
MECOM	38	14	3	1	19	6	2	4	4
MECP2	43	13	7	1	30	8	1	3	1
MECR	58	22	6	2	26	12	2	2	10
MED1	55	18	5	1	19	5	1	1	7
MED10	78	32	7	4	33	20	3	4	5
MED11	52	25	8	2	28	13	1	2	6
MED12	51	17	6	3	29	7	1	3	14
MED12L	52	25	5	1	15	3	1	2	4
MED13	80	30	9	5	42	11	1	4	13
MED13L	81	28	15	5	41	18	3	4	5
MED14	63	17	7	5	28	12	1	3	5
MED14OS	42	9	4	1	20	7	1	3	6
MED15	84	24	6	1	25	4	1	1	7
MED16	68	20	3	4	29	13	1	1	25
MED18	60	19	3	2	30	4	1	3	1
MED19	65	21	10	2	14	5	1	3	7
MED20	47	11	9	4	18	3	1	1	3
MED21	63	18	3	3	25	9	1	1	4
MED22	69	19	9	2	40	11	3	2	14
MED23	35	7	6	1	17	6	1	5	2
MED24	60	24	9	3	35	6	2	3	3
MED25	50	18	5	2	24	8	1	3	10
MED26	52	15	4	3	19	9	1	1	7
MED27	57	14	9	4	29	9	2	4	6
MED28	41	18	1	1	34	7	2	4	6
MED29	97	29	6	2	33	15	1	8	4
MED30	63	28	7	2	35	6	3	4	17
MED31	38	7	4	1	19	7	1	1	5
MED4	61	22	8	1	35	8	1	1	13
MED6	59	14	3	2	22	9	1	2	5
MED7	53	13	4	2	31	9	3	3	5
MED8	45	14	3	1	30	8	2	4	3
MED9	62	25	8	2	18	4	1	3	11
MEDAG	34	6	4	1	13	1	1	2	5
MEF2A	112	45	6	2	57	9	1	6	7
MEF2B	40	7	6	1	11	4	1	2	9
MEF2C	65	20	7	3	13	8	1	2	7
MEF2D	82	14	12	6	36	11	2	2	4
MEFV	39	14	7	1	18	4	1	2	6
MEGF10	65	22	7	1	51	18	2	3	8
MEGF11	83	28	16	6	17	6	1	1	11
MEGF6	26	14	3	1	11	1	1	2	5
MEGF8	149	56	24	7	51	17	2	8	7
MEGF9	64	14	8	4	37	6	1	4	3
MEI1	46	9	6	4	22	5	1	4	4
MEI4	35	12	1	1	16	3	1	3	7
MEIG1	28	7	6	1	26	5	1	1	6
MEIKIN	48	19	7	1	22	2	1	2	3
MEIOB	49	14	6	2	21	5	1	6	5
MEIOC	31	19	2	3	20	3	1	1	11
MEIS1	56	17	12	4	20	7	1	3	4
MEIS2	33	9	6	1	20	4	1	1	5
MEIS3	52	18	9	2	15	8	1	4	4
MELK	35	12	3	2	18	4	1	1	1
MELTF	45	10	7	1	15	4	1	1	3
MEMO1	110	29	11	4	35	4	1	2	3
MEN1	92	33	10	4	26	11	4	5	9
MEOX1	46	14	8	1	15	3	1	2	8
MEOX2	78	48	5	4	16	6	1	3	8
MEP1A	26	10	5	1	14	5	1	2	3
MEP1B	22	15	5	1	10	5	1	3	5
MEPCE	191	61	19	11	90	26	3	16	13
MEPE	45	15	7	2	18	6	1	3	6
MERTK	58	16	9	4	46	12	2	7	4
MESD	48	16	4	2	24	3	1	1	7
MESP1	55	12	9	3	17	7	1	2	3
MESP2	46	19	11	4	18	3	1	1	6
MEST	195	42	18	6	46	8	1	5	8
MET	47	14	3	2	23	4	1	1	8
METAP1	53	22	9	5	19	6	1	1	7
METAP1D	44	19	11	2	16	3	1	3	6
METAP2	66	25	4	3	33	12	3	6	2
METRN	111	41	15	4	59	12	3	3	8
METRNL	93	32	9	3	25	13	2	6	8
METTL1	50	12	6	1	17	3	2	3	3
METTL11B	44	14	4	1	21	3	1	4	11
METTL14	88	20	6	3	22	8	1	3	9
METTL15	65	20	6	3	19	8	1	3	8
METTL17	47	21	2	2	31	8	1	3	9
METTL18	63	15	7	3	27	3	1	2	6
METTL21A	66	17	8	2	36	6	1	3	6
METTL21C	42	18	1	1	20	8	1	4	10
METTL22	43	17	4	1	19	9	1	7	7
METTL23	58	22	9	2	32	8	1	2	5
METTL24	40	5	4	1	14	6	1	1	3
METTL25	53	20	4	2	22	3	2	1	5
METTL26	64	19	11	1	27	6	2	4	8
METTL27	28	13	3	1	18	6	1	3	5
METTL2A,METTL2B	91	31	14	6	28	4	2	9	12
METTL3	28	12	8	1	18	4	1	4	6
METTL4	42	15	5	1	22	5	1	3	21
METTL5	56	20	5	2	34	12	2	4	12
METTL6	80	15	7	1	22	4	1	2	10
METTL7A	91	22	13	2	46	18	2	6	5
METTL7B	107	47	9	5	25	6	2	6	3
METTL8	57	20	7	3	23	5	1	1	2
METTL9	56	12	5	2	25	6	1	2	8
MEX3A	52	19	8	2	29	8	1	1	8
MEX3B	60	18	6	4	26	4	1	3	5
MEX3C	69	28	19	5	30	7	1	3	8
MEX3D	1142	373	116	29	104	54	6	50	38
MFAP1	65	19	7	3	26	11	1	2	6
MFAP2	49	16	7	3	23	4	1	1	4
MFAP3	88	20	6	3	29	10	1	3	14
MFAP3L	49	16	3	5	22	15	1	4	2
MFAP4	56	20	6	2	28	6	1	1	5
MFAP5	43	19	1	2	17	7	1	2	7
MFF	104	34	11	3	48	17	2	8	5
MFGE8	92	28	9	1	30	12	1	3	8
MFHAS1	69	26	1	5	32	7	1	2	2
MFN1	65	25	9	3	35	4	2	3	7
MFN2	57	16	3	3	21	6	1	4	4
MFNG	45	9	10	4	26	8	1	1	5
MFRP,C1QTNF5	50	15	7	4	17	11	2	1	9
MFSD1	50	21	16	5	32	13	2	4	14
MFSD10	52	12	5	1	19	6	1	1	5
MFSD11	70	27	7	3	32	7	2	5	13
MFSD12	54	19	5	1	23	13	1	3	4
MFSD13A	42	20	3	1	21	5	2	3	11
MFSD14A	63	28	8	3	36	7	2	1	10
MFSD14B	82	23	8	1	37	9	1	1	10
MFSD14C	53	15	11	1	15	6	1	3	2
MFSD2A	72	20	8	2	26	9	2	7	9
MFSD2B	33	7	5	2	15	8	1	2	4
MFSD3	82	16	7	4	38	12	1	2	7
MFSD4A	41	16	9	1	12	6	1	4	13
MFSD4B	49	7	2	1	20	14	2	1	8
MFSD5	55	27	10	5	27	4	1	1	7
MFSD6	65	27	10	3	48	20	1	5	10
MFSD6L	85	31	15	2	25	8	2	1	12
MFSD8	52	16	6	1	25	8	1	1	6
MFSD9	39	12	7	2	19	4	1	1	6
MGA	68	19	6	1	37	12	2	3	10
MGAM	51	10	1	5	18	8	1	1	5
MGAM2	25	6	1	1	6	3	1	1	5
MGARP	27	5	3	1	13	2	1	1	9
MGAT1	62	13	6	1	31	11	1	4	7
MGAT2	61	12	3	2	18	4	1	3	9
MGAT3	45	9	6	3	15	8	1	4	6
MGAT4A	52	13	7	2	24	9	1	2	1
MGAT4B	65	17	6	2	28	8	1	3	7
MGAT4C	35	17	5	3	14	4	1	1	9
MGAT4D	40	13	3	2	12	5	1	4	1
MGAT5	49	24	8	3	31	8	1	5	5
MGAT5B	37	12	5	1	12	4	1	2	4
MGLL	60	12	7	2	29	15	1	3	5
MGME1	50	16	4	1	25	8	2	1	10
MGMT	28	2	7	2	16	1	2	1	2
MGP	53	25	7	1	29	9	2	5	13
MGST1	42	14	5	3	49	11	1	1	6
MGST2	48	17	6	2	22	8	1	2	8
MGST3	91	29	12	2	59	19	3	6	8
MIA,MIA-RAB4B	1155	341	155	42	180	61	6	29	48
MIA2	52	13	1	1	27	8	1	2	10
MIA3	114	44	14	4	40	16	1	7	7
MIB1	70	14	6	4	19	5	1	3	9
MIB2	38	14	4	3	24	7	2	3	5
MICA	42	13	7	2	17	4	2	4	5
MICAL1	55	17	2	2	28	20	1	3	4
MICAL2	70	12	8	2	11	3	1	2	3
MICAL3	56	12	7	2	22	6	1	2	4
MICALCL	41	11	1	1	18	5	1	5	7
MICALL1	47	14	4	1	27	9	1	4	3
MICALL2	58	23	6	1	22	5	1	1	3
MICB	156	37	15	11	52	10	3	3	28
MICOS10	55	17	7	3	32	3	1	5	6
MICOS13	54	9	3	4	16	6	1	2	5
MICU1	46	16	9	2	28	4	2	3	6
MICU2	42	12	3	1	22	13	1	3	9
MICU3	35	12	3	2	23	9	1	4	8
MID1	54	23	3	1	19	2	1	1	3
