TargetName	DSP-1010474710004-A04	DSP-1010474710004-A06	DSP-1010474710004-A08	DSP-1010474710004-A10	DSP-1010474710004-A12	DSP-1010474710004-B02	DSP-1010474710004-B04	DSP-1010474710004-B06	DSP-1011206234567-H08
DEFA5	40	11	4	2	11	11	1	2	5
DEFA6	35	16	3	1	17	7	1	1	10
DEFB1	55	10	3	2	29	7	1	2	6
DEFB103A,DEFB103B	62	18	8	4	22	5	2	4	6
DEFB104A,DEFB104B	44	9	3	1	15	6	1	1	3
DEFB105B,DEFB105A	68	16	5	3	23	9	1	3	3
DEFB106A,DEFB106B	40	14	3	1	20	2	1	1	8
DEFB107A,DEFB107B	55	13	4	1	21	5	1	1	7
DEFB108B,LOC112268386	76	27	8	1	43	9	2	5	9
DEFB110	35	8	2	1	17	2	1	4	16
DEFB112	39	12	3	3	17	8	1	2	2
DEFB113	62	15	5	1	27	2	1	1	2
DEFB114	52	7	6	1	15	9	1	1	8
DEFB115	53	18	3	1	18	9	2	1	3
DEFB116	46	18	2	1	16	6	1	1	6
DEFB118	51	14	6	1	18	5	1	1	3
DEFB119	36	19	5	1	21	13	1	1	24
DEFB121	40	16	5	1	14	9	1	4	6
DEFB123	43	18	5	1	23	4	1	1	10
DEFB124	46	12	3	1	16	3	1	3	7
DEFB125	56	15	9	2	22	5	2	2	7
DEFB126	34	7	4	2	18	4	1	2	4
DEFB127	26	12	8	1	18	3	1	4	7
DEFB128	36	17	8	1	20	6	1	2	12
DEFB129	44	12	3	2	22	4	1	3	7
DEFB130B,DEFB130A	64	16	8	2	22	9	1	3	10
DEFB131B,DEFB131A,LOC105379245	72	31	7	4	30	4	1	1	8
DEFB132	37	13	5	1	11	7	1	1	3
DEFB133	28	7	4	1	10	6	1	1	7
DEFB134	50	11	7	1	20	5	1	3	7
DEFB135	36	19	6	2	11	3	1	3	9
DEFB136	59	22	8	2	18	6	1	4	3
DEFB4B,DEFB4A	57	12	5	5	19	5	1	2	5
DEGS1	63	16	8	3	42	12	2	6	2
DEGS2	75	39	22	2	21	12	1	1	8
DEK	84	28	10	6	37	15	1	5	9
del,IKZF1	57	24	6	3	16	6	1	1	4
DELE1	146	44	15	1	99	14	4	2	33
DENND10,FAM45A,DENND10P1	58	17	5	1	20	8	1	3	9
DENND1A	60	25	11	3	30	4	1	3	9
DENND1B	53	21	7	3	23	9	1	1	6
DENND1C	62	25	7	2	36	11	1	2	13
DENND2A	111	39	13	7	29	11	2	2	7
DENND2B,ST5	58	16	5	3	32	10	1	4	7
DENND2C	39	15	1	1	17	7	1	1	6
DENND2D	42	8	5	1	21	5	2	1	5
DENND3	63	17	7	1	44	12	1	3	13
DENND4A	69	16	8	5	26	6	1	2	5
DENND4B	94	32	15	7	37	12	1	4	6
DENND5A	79	24	4	2	47	16	2	4	4
DENND5B	63	17	6	3	22	8	1	2	7
DENND6A	81	22	8	4	15	11	1	2	9
DENND6B	51	21	8	3	12	9	1	3	5
DENR	60	26	10	3	19	7	1	2	8
DEPDC1	43	12	9	2	25	8	1	1	11
DEPDC1B	49	18	7	2	10	4	1	1	6
DEPDC4	37	11	8	5	11	6	1	1	4
DEPDC5	60	16	3	2	24	6	1	1	7
DEPDC7	59	20	3	1	14	9	1	2	9
DEPP1	65	29	6	1	58	13	1	7	7
DEPTOR	32	11	7	1	17	6	2	1	6
DERA	42	15	4	1	23	7	1	2	5
DERL1	55	20	4	3	35	12	1	4	10
DERL2	44	12	6	2	24	5	1	1	5
DERL3	69	20	9	1	13	4	1	1	8
DES	25	21	5	1	7	4	1	1	4
DESI1	74	25	15	4	50	16	1	5	12
DESI2	45	18	5	1	18	6	1	3	7
DET1	49	16	8	1	22	8	1	1	5
DEUP1	24	10	3	1	15	6	1	2	2
DFFA	51	16	1	2	24	15	1	3	4
DFFB	28	7	6	1	11	1	1	1	10
DGAT1	64	26	13	2	23	8	1	5	11
DGAT2	40	15	2	1	19	9	1	3	6
DGAT2L6	41	15	4	1	28	3	2	1	5
DGCR2	100	23	13	6	33	12	1	3	11
DGCR6L,LOC102724770,DGCR6	105	21	17	1	30	5	1	3	6
DGCR8	72	29	10	1	32	10	1	1	34
DGKA	29	10	2	1	8	4	1	1	4
DGKB	81	26	12	4	22	9	1	2	3
DGKD	73	20	6	4	28	10	4	5	2
DGKE	41	16	4	3	21	6	1	2	8
DGKG	63	19	6	3	7	7	1	1	10
DGKH	40	21	6	3	28	9	3	5	3
DGKI	50	17	4	3	17	1	1	1	6
DGKK	36	16	3	1	20	7	1	1	5
DGKQ	33	12	6	1	17	3	1	1	8
DGKZ	54	16	4	1	26	13	1	6	4
DGLUCY	48	18	9	2	22	3	3	4	3
DGUOK	55	23	6	1	32	5	1	5	7
DHCR24	41	22	8	1	46	12	2	5	9
DHCR7	37	20	4	1	23	4	1	6	4
DHDDS	45	12	6	4	25	8	1	1	6
DHDH	42	11	3	1	14	6	1	3	10
DHFR	21726	5878	2886	1041	3494	1198	135	318	124
DHFR2	37	16	3	2	26	3	3	3	5
DHH	31	12	8	1	15	1	1	1	9
DHODH	25	9	1	1	10	5	1	2	1
DHPS	170	56	22	4	81	29	6	13	30
DHRS1	41	18	3	1	20	6	1	1	4
DHRS11	76	18	7	4	28	11	3	2	8
DHRS12	40	10	2	1	13	11	2	1	4
DHRS13	73	26	5	1	20	3	1	1	6
DHRS2	28	5	1	1	15	6	1	4	5
DHRS3	45	12	5	2	35	13	1	6	4
DHRS4,DHRS4L1,DHRS4L2	101	22	12	1	31	13	1	6	8
DHRS7	82	18	9	4	46	15	2	5	11
DHRS7B	69	26	6	1	28	6	1	3	9
DHRS7C	40	13	5	1	23	3	2	2	2
DHRS9	43	5	6	1	11	8	1	6	5
DHRSX	49	14	3	1	20	7	1	3	5
DHTKD1	26	8	3	1	7	3	2	1	2
DHX15	94	25	9	2	33	7	1	5	4
DHX16	64	25	10	1	39	7	1	6	12
DHX29	24	11	4	2	8	9	1	1	2
DHX30	70	23	8	2	26	10	2	1	12
DHX32	35	12	2	1	22	5	2	4	9
DHX33	48	21	5	1	26	4	1	1	23
DHX34	94	36	9	2	29	7	3	2	9
DHX35	52	22	6	2	19	3	1	1	5
DHX36	52	22	6	3	39	16	1	5	2
DHX37	54	12	7	1	15	7	1	2	6
DHX38	46	8	2	2	27	6	1	4	9
DHX40	60	24	6	1	33	8	2	2	5
DHX57	65	20	7	1	33	5	1	4	5
DHX58	51	25	2	3	13	10	1	1	13
DHX8	57	8	5	2	18	9	1	2	6
DHX9	84	29	10	1	31	14	1	1	8
DIAPH1	25	3	3	1	4	8	1	1	22
DIAPH2	40	9	2	3	16	9	1	1	8
DIAPH3	40	20	7	4	23	5	1	5	7
DICER1	83	19	10	2	60	19	3	6	5
DIDO1	73	17	7	2	29	7	1	2	7
DIMT1	53	23	5	4	18	8	1	1	7
DIO1	74	21	8	5	26	5	2	1	5
DIO2	69	23	2	1	19	11	4	5	3
DIO3	39	6	2	4	12	1	1	2	1
DIP2A	53	15	15	5	39	14	2	2	6
DIP2B	79	24	9	1	51	20	1	3	6
DIP2C	51	9	5	2	36	8	2	2	5
DIPK1A	41	25	3	1	34	7	1	1	6
DIPK1B	49	18	5	1	21	4	1	1	3
DIPK1C	61	8	7	1	20	8	1	2	5
DIPK2A	55	14	4	3	31	9	2	1	9
DIPK2B	25	15	4	1	16	6	1	2	4
DIRAS1	39	15	4	1	15	5	1	2	4
DIRAS2	53	23	6	4	19	8	2	6	5
DIRAS3	62	14	11	4	20	5	1	4	6
DIRC1	39	16	5	1	12	2	2	3	6
DIS3	43	16	8	1	38	2	1	2	6
DIS3L	71	30	8	3	34	7	2	1	6
DIS3L2	63	15	8	3	27	8	2	3	10
DISC1	35688	10800	3085	864	4416	1735	179	718	2178
DISP1	47	18	4	4	15	6	1	3	7
DISP2	41	22	9	1	17	6	1	2	3
DISP3	58	17	5	2	27	8	1	3	11
DIXDC1	38	14	7	2	30	8	1	2	4
DKC1	31	14	3	1	18	5	1	2	11
DKK1	97	29	12	1	36	11	1	5	11
DKK2	51	24	8	1	22	4	1	2	4
DKK3	115	38	10	1	62	20	4	7	4
DKK4	50	18	5	1	18	10	1	1	10
DKKL1	57	22	8	2	32	3	1	4	9
DLAT	143	46	17	5	88	25	3	8	27
DLC1	33	10	3	1	15	5	1	4	2
DLD	68	18	9	3	37	10	1	8	9
DLEC1	52	18	4	1	21	14	1	2	8
DLEU7	33	11	8	1	17	7	2	2	5
DLG1	58	13	3	2	26	14	5	4	7
DLG3	56	7	8	2	19	8	1	3	5
DLG4	63	20	8	1	16	9	1	1	5
DLG5	109	39	14	3	30	6	1	7	9
DLGAP1	58	14	5	2	26	9	1	2	10
DLGAP2	39	9	1	1	15	6	1	3	4
DLGAP3	72	24	11	1	23	2	1	2	4
DLGAP4	123	40	18	7	28	7	1	3	11
DLGAP5	38	14	3	1	19	3	1	1	2
DLK1	48	12	6	3	17	6	1	3	4
DLK2	46	21	6	4	20	7	1	1	12
DLL1	38	12	5	1	27	4	1	1	5
DLL3	65	35	5	8	44	17	1	2	11
DLL4	23	14	4	1	10	1	1	1	2
DLST	181	54	15	7	67	21	1	3	31
DLX1	120	37	11	2	36	16	1	4	6
DLX2	68	16	7	1	22	3	1	2	2
DLX3	41	15	9	3	19	6	1	5	4
DLX4	88	22	3	2	34	11	1	3	9
DLX5	35	7	6	1	17	6	1	2	3
DLX6	56	19	6	2	24	5	1	5	6
DMAC1	86	28	9	2	38	11	4	4	11
DMAC2	69	27	9	3	27	9	2	6	7
DMAC2L	38	15	6	1	28	11	2	1	9
DMAP1	56	13	1	2	31	9	2	2	7
DMBT1	43	8	3	1	20	11	2	3	2
DMBX1	45	15	3	1	12	9	1	3	4
DMC1	45	22	10	1	20	9	4	3	9
DMD	56	14	7	1	26	9	3	2	6
DMGDH	56	12	6	1	23	6	1	1	5
DMKN	41	20	5	1	14	3	3	1	9
DMP1	32	11	6	2	12	4	2	1	12
DMPK	105	27	12	7	21	10	1	2	2
DMRT1	55	19	3	1	13	5	1	1	6
DMRT2	43	22	6	4	26	3	1	4	8
DMRT3	43	19	4	2	27	6	1	2	10
DMRTA1	35	11	3	1	27	5	1	1	8
DMRTA2	119	27	12	3	27	6	1	2	6
DMRTB1	41	13	6	1	22	8	1	2	2
DMRTC1,DMRTC1B	56	15	3	5	19	6	1	1	7
DMRTC2	48	16	4	2	22	6	1	3	9
DMTF1	67	24	7	2	25	12	3	7	10
DMTN	44	11	5	1	9	1	1	2	7
DMWD	112	34	14	2	33	13	1	6	7
DMXL1	81	19	4	4	34	13	2	1	8
DMXL2	50	9	10	4	23	9	2	1	8
DNA2	40	13	9	1	14	4	1	1	5
DNAAF1,TAF1C	33	12	10	3	30	8	1	2	10
DNAAF2	42	24	4	1	17	1	2	1	4
DNAAF3	34	14	5	2	16	6	1	4	4
DNAAF4	63	13	5	3	17	5	1	2	8
DNAAF5	82	29	7	6	39	10	1	2	5
DNAH1	66	14	2	1	26	6	1	3	6
DNAH10	32	14	4	3	14	2	1	2	3
DNAH11	58	10	11	3	18	4	1	1	3
DNAH12	32	14	5	2	14	2	1	1	2
DNAH14	31	15	7	1	13	5	1	3	5
DNAH17	38	16	3	1	14	2	1	1	8
DNAH2	53	14	11	3	21	6	2	2	6
DNAH3	57	16	8	1	25	8	1	1	7
DNAH5	32	11	2	2	15	2	1	1	2
DNAH6	34	4	6	1	13	8	1	1	1
DNAH7	40	13	2	1	15	3	1	2	5
DNAH8	48	20	6	1	19	6	2	3	7
DNAH9	35	19	8	6	12	3	1	3	4
DNAI1	64	19	3	1	23	7	1	2	4
DNAI2	44	17	7	1	18	5	1	1	2
DNAJA2	70	13	11	1	24	5	2	2	8
DNAJA3	48	13	6	1	28	6	1	3	7
DNAJA4	50	14	5	1	26	4	1	3	5
DNAJB1	89	24	7	3	31	7	3	5	7
DNAJB11	61	16	9	1	32	15	1	9	10
DNAJB12	82	21	10	6	28	10	1	4	11
DNAJB13	36	13	3	1	11	10	1	1	6
DNAJB14	59	21	2	2	30	6	2	1	6
DNAJB2	135	32	12	2	122	31	1	6	9
DNAJB4	56	21	9	3	29	10	1	3	9
DNAJB5	66	19	10	1	24	8	1	1	1
DNAJB6	110	25	12	4	53	9	3	2	5
DNAJB7	29	10	6	2	19	4	2	1	8
DNAJB8	35	11	4	1	19	7	9	4	11
DNAJB9	50	18	6	1	32	15	2	2	3
DNAJC1	53	14	5	1	38	9	1	1	4
DNAJC10	40	11	3	1	17	5	1	4	7
DNAJC11	49	16	7	1	35	2	1	1	11
DNAJC12	53	16	6	1	33	8	1	4	4
DNAJC13	54	19	5	5	27	3	1	2	5
DNAJC14	69	26	12	1	30	10	1	1	16
DNAJC15	37	15	6	1	25	6	2	5	9
DNAJC16	68	19	6	1	29	3	1	1	9
DNAJC17,GCHFR	49	17	4	3	19	7	1	3	5
DNAJC18	48	18	1	4	32	9	1	2	14
DNAJC19	58	8	7	2	26	7	1	3	5
DNAJC2	50	17	3	1	20	5	1	3	8
DNAJC21	44	9	3	2	25	9	1	2	8
DNAJC22	56	17	4	1	19	6	1	4	9
DNAJC24	29	9	4	2	15	1	1	1	6
DNAJC25	63	22	2	1	26	9	1	5	7
DNAJC25-GNG10,GNG10	118	39	7	2	51	22	6	5	7
DNAJC27	56	13	5	2	22	8	1	1	10
DNAJC28	41	17	6	5	30	4	1	4	8
DNAJC3	42	17	2	2	30	11	2	3	2
DNAJC30	76	20	3	2	23	7	3	2	3
DNAJC4	104	33	11	2	42	11	1	2	42
DNAJC5	52	16	8	1	27	3	1	1	7
DNAJC5B	29	7	1	3	8	5	1	3	4
DNAJC5G	48	13	6	1	25	6	1	4	3
DNAJC6	34	12	3	1	34	16	1	4	4
DNAJC7	64	24	7	3	32	10	1	7	4
DNAJC8	126	42	16	2	55	16	1	5	6
DNAJC9	75	16	5	1	26	9	1	2	5
DNAL1	62	20	8	2	22	1	1	3	10
DNAL4	55	15	7	4	24	9	1	2	6
DNALI1	96	23	11	2	26	6	2	1	5
DNASE1	33	8	4	1	16	3	2	3	7
DNASE1L1	34	12	7	2	32	8	1	2	7
DNASE1L2	29	9	2	1	9	1	1	2	2
DNASE1L3	51	14	5	3	21	4	2	1	20
DNASE2	34	6	4	2	14	5	1	1	1
DNASE2B	32	10	6	1	15	4	1	2	6
DNER	122	52	15	1	138	44	5	8	4
DNHD1	66	22	7	3	27	9	3	2	7
DNLZ	42	16	6	1	20	5	1	3	2
DNM1	103	31	11	2	24	7	1	3	12
DNM1L	68	11	5	3	42	5	1	4	4
DNM2	71	21	9	1	76	27	2	9	10
DNM3	81	24	12	1	76	24	4	3	5
DNMBP	45	32	5	1	25	8	1	6	8
DNMT1	28	10	5	1	18	8	1	2	2
DNMT3A	62	25	10	3	32	5	1	5	5
DNMT3B	52	19	4	2	17	1	1	2	15
DNMT3L	38	6	5	2	22	4	1	1	9
DNPEP	1	1	1	1	1	1	1	1	1
DNPH1	65	21	7	3	13	2	2	4	9
DNTT	57	16	2	2	31	1	1	5	10
DNTTIP1	64	18	12	1	27	9	1	2	17
DNTTIP2	60	21	7	4	20	9	1	1	9
DOC2A	19	6	3	1	5	2	1	1	2
DOC2B	53	16	3	1	22	7	1	3	11
DOCK1	45	21	11	4	44	16	3	5	6
DOCK10	53	20	8	2	26	10	1	2	2
DOCK11	62	14	7	1	31	9	1	3	2
DOCK2	42	13	6	1	19	3	2	2	4
DOCK3	47	13	6	1	23	8	1	3	6
DOCK4	41	15	5	1	38	12	1	1	4
DOCK5	56	13	10	2	70	22	3	5	5
DOCK6	53	21	6	1	25	4	1	3	9
DOCK7	113	34	14	4	34	10	1	1	14
DOCK9	52	19	6	1	38	11	2	1	11
DOHH	80	24	10	1	25	12	1	1	8
DOK1	30	11	6	3	13	3	1	1	5
DOK2	38	15	11	5	23	5	1	1	6
DOK3	85	35	6	1	33	7	2	1	16
DOK4	35	10	6	1	16	7	1	1	6
DOK5	67	20	8	3	30	7	1	1	6
DOK6	44	15	5	1	22	3	1	3	3
DOK7	67	16	6	3	12	2	1	1	1
DOLK	65	21	4	2	29	11	1	1	5
DOLPP1	74	21	11	2	33	10	2	2	10
DONSON	36	13	2	3	30	4	1	4	14
DOP1A	45	12	6	1	23	10	2	2	6
DOP1B	61	23	5	2	27	11	2	3	10
DOT1L	50	18	11	2	39	3	1	6	4
DPAGT1	56	15	5	3	18	2	1	2	5
DPCD	34	9	2	1	15	14	2	3	7
DPEP1	42	8	12	1	18	6	3	1	8
DPEP2	34	8	4	1	20	6	1	2	2
DPEP2NB	46	18	3	1	26	6	1	4	10
DPEP3	46	18	6	1	21	1	2	3	11
DPF1	43	10	5	2	15	5	1	1	4
DPF2	67	20	2	3	36	3	4	2	8
DPF3	50	26	5	3	19	3	1	1	3
DPH1	35	13	7	2	19	10	1	3	4
DPH2	60	11	6	2	18	6	1	1	2
DPH3	49	16	8	3	21	8	1	2	6
DPH5	52	16	7	2	26	9	1	2	5
DPH6	54	18	6	4	30	6	1	3	7
DPH7	57	25	9	1	26	15	1	2	16
DPM1	66	21	9	2	27	9	1	4	7
DPM2	61	16	10	2	22	10	1	2	7
DPM3	73	20	6	1	28	8	1	1	9
DPP10	47	21	8	1	23	3	1	1	6
DPP3	30	12	4	8	14	2	2	2	8
DPP4	65	15	4	1	37	13	1	1	15
DPP6	80	27	13	4	38	9	1	5	6
DPP7	109	33	10	4	35	14	1	4	6
DPP8	98	33	9	2	43	14	2	2	16
DPP9	51	24	4	4	27	9	1	3	7
DPPA2	74	17	10	2	31	12	5	3	4
DPPA3	76	22	9	3	25	5	1	3	7
DPPA4	66	25	7	2	23	8	1	2	7
DPPA5	61	13	6	3	14	11	1	3	9
DPT	91	25	6	2	40	3	1	2	7
DPY19L1	127	47	22	3	43	9	1	6	7
DPY19L2P2,DPY19L2,DPY19L2P1	82	20	13	2	20	6	1	1	4
DPY19L3	62	19	8	2	22	6	1	3	11
DPY19L4	31	6	2	1	18	6	1	2	2
DPY30	81	22	8	5	29	9	1	5	1
DPYD	59	16	4	2	64	17	4	3	11
DPYS	31	10	5	2	14	2	1	2	4
DPYSL2	318	83	37	4	282	99	9	12	6
DPYSL3	404	112	32	10	84	33	5	6	2
DPYSL4	54	11	7	1	24	7	1	1	5
DPYSL5	107	33	11	1	45	24	6	5	13
DQX1	43	14	7	1	14	3	2	1	3
DRAM1	66	20	6	3	35	8	2	3	7
DRAM2	28	9	9	1	15	2	1	1	10
DRAP1	101	28	12	2	50	23	2	10	10
DRAXIN	55	27	2	1	18	6	1	4	3
DRC1	69	15	8	4	14	8	2	2	10
DRC3	49	15	6	1	23	4	1	3	5
DRC7	35	6	5	1	21	3	1	1	3
DRD1	52	14	3	1	12	5	2	3	4
DRD2	46	19	9	3	24	8	1	3	3
DRD3	58	20	8	1	20	8	1	1	5
DRD4	103	16	13	3	31	7	3	3	10
DRG1	96	18	9	3	38	14	1	1	8
DRG2	39	7	5	1	14	4	1	3	3
DRGX	57	15	6	1	29	4	2	4	13
DRICH1	38	13	5	3	15	5	1	3	10
DROSHA	43	21	10	3	26	7	1	3	5
DRP2	46	12	7	3	20	3	1	1	6
DSC1	66	20	3	1	22	8	1	1	7
DSC2	34	21	4	1	20	2	1	1	10
DSCAM	52	17	4	1	15	4	1	1	1
DSCAML1	49	21	5	2	37	17	3	5	6
DSCC1	46	16	8	5	37	6	2	2	5
DSE	41	7	5	1	29	6	1	2	6
DSEL	48	31	9	4	33	8	1	4	2
DSG1	40	8	3	5	15	1	1	3	5
DSG2	31	17	4	2	11	5	1	1	7
DSG3	51	15	5	2	16	7	1	4	4
DSG4	54	10	6	2	19	6	4	1	6
DSN1	67	21	9	4	21	8	1	1	8
DSP	41	15	4	1	16	2	2	1	9
DSPP	40	18	3	3	23	6	1	5	2
DST	120	37	18	6	105	25	4	10	3
DSTN	82	34	16	5	52	25	2	11	19
DSTYK	46	21	12	2	33	9	2	5	6
DTD1	82	27	13	5	29	10	1	2	10
DTD2	202	67	26	6	62	20	2	3	5
DTHD1	49	22	7	1	31	6	1	4	8
DTL	50	18	6	2	15	3	1	2	5
DTNA	308	105	46	11	93	22	1	5	6
DTNB	87	31	8	3	45	13	1	3	13
DTNBP1	32	7	5	2	27	5	1	2	9
DTWD1	58	13	7	1	14	3	1	2	14
DTWD2	69	16	6	1	23	9	1	3	3
DTX1,RASAL1	55	41	16	2	23	3	1	1	4
DTX2	50	12	3	1	22	9	1	1	5
DTX3	104	26	11	2	25	9	1	6	13
DTX3L	55	14	13	1	23	3	1	4	15
DTX4	80	27	11	4	35	7	1	1	2
DTYMK	61	15	6	2	23	6	2	5	6
DUOX1	82	14	6	2	23	5	1	2	7
DUOX2	41	17	6	1	16	4	1	2	8
DUOXA1	59	21	6	5	24	6	1	1	7
DUOXA2	60	11	3	4	23	8	1	1	11
DUPD1	25	7	1	2	14	2	1	3	4
DUS1L	75	32	9	2	30	8	2	1	9
DUS2	59	15	8	1	35	3	1	4	10
DUS3L	63	22	9	1	27	14	1	4	8
DUS4L	14	10	4	1	10	1	1	2	16
DUS4L-BCAP29,BCAP29	63	15	7	1	26	9	4	5	10
DUSP1	96	27	9	5	105	24	3	31	16
DUSP10	40	17	7	1	33	1	1	4	6
DUSP11	62	12	10	2	17	6	2	4	6
DUSP12	71	24	11	1	31	5	1	1	5
DUSP13	34	6	1	2	15	5	1	1	5
DUSP14	60	18	6	1	26	4	1	2	9
DUSP15	53	14	5	1	25	7	1	2	6
DUSP16	42	23	8	1	30	4	1	3	8
DUSP18	57	18	12	1	26	8	1	1	2
DUSP19	51	12	6	3	21	9	1	4	8
DUSP2	58	23	5	1	17	9	2	2	14
DUSP21	45	15	4	3	26	4	1	2	10
DUSP22	35	13	13	1	25	9	1	3	6
DUSP23	51	14	7	6	32	6	2	3	10
DUSP26	65	20	5	3	20	9	1	3	7
DUSP27	41	9	7	2	15	6	1	1	5
DUSP28	36	10	5	1	15	14	1	2	5
DUSP3	59	16	5	3	27	5	1	3	4
DUSP4	40	18	5	3	16	3	1	4	8
DUSP5	49	14	5	3	14	5	1	5	5
DUSP6	149	42	20	1	30	17	3	4	12
DUSP7	1	1	1	1	1	1	1	1	1
DUSP8	74	24	6	2	27	10	1	4	6
DUSP9	19	8	1	1	12	2	1	2	3
DUT	82	19	10	1	45	14	1	3	9
DUX1	354	104	49	17	84	26	1	5	10
DUX4	2614	796	319	121	558	173	20	47	19
DUXA	57	22	10	1	22	8	1	3	11
DUXB	36	9	3	1	18	1	1	1	1
DVL1	76	26	5	3	42	13	1	8	6
DVL2	55	13	4	2	28	3	1	5	2
DVL3	64	33	14	5	16	8	1	5	6
DXO	48	19	6	2	28	6	1	3	7
DYDC1	41	6	1	1	25	3	1	3	6
DYDC2	32	14	4	1	22	7	1	1	9
DYM	77	31	12	1	40	13	3	7	10
DYNAP	32	14	8	1	13	6	1	2	6
DYNC1H1	103	35	14	2	77	23	2	8	9
DYNC1I1	55	20	12	2	23	12	2	4	4
DYNC1I2	103	25	17	1	101	34	5	9	11
DYNC1LI1	71	22	5	3	30	4	1	1	8
DYNC1LI2	76	22	11	4	66	15	1	3	7
DYNC2H1	38	14	3	1	17	7	1	1	5
DYNC2LI1	51	16	4	2	25	6	1	1	7
DYNLL1	197	53	18	8	115	50	1	8	8
DYNLL2	118	47	18	1	75	40	2	6	8
DYNLRB1	92	25	12	2	65	15	2	5	4
DYNLRB2	38	9	5	1	18	6	1	3	3
DYNLT1	49	10	4	2	30	11	2	6	7
DYNLT3	64	22	5	3	25	2	2	4	6
DYRK1B	76	25	5	1	25	3	4	2	9
DYRK2	67	18	7	2	20	7	1	4	5
DYRK3	44	15	4	2	23	11	1	7	34
DYRK4	40	17	9	1	16	7	1	1	6
DYSF	47	17	5	2	28	7	2	3	29
DYTN	49	13	4	1	20	8	2	4	6
DZANK1	39	21	7	1	22	7	1	1	4
DZIP1	38	11	9	2	23	7	1	4	9
DZIP1L	60	24	12	1	30	7	2	2	6
DZIP3	55	17	5	3	28	6	1	3	4
E2F1	70	25	9	2	35	7	1	1	9
E2F2	51	20	3	4	13	5	2	2	6
E2F3	1	1	1	1	1	1	1	1	1
E2F4	88	27	5	3	39	18	2	8	9
E2F5	93	28	8	4	45	18	1	1	17
E2F7	26	7	2	1	14	2	2	1	3
E2F8	40	16	3	6	25	6	1	3	7
E4F1	43	15	4	1	17	5	1	1	5
EAF1	46	19	6	3	19	2	1	2	4
EAF2	58	27	12	1	33	7	1	5	10
EAPP	50	12	3	1	20	5	1	2	8
EARS2	39	23	3	2	23	4	1	1	7
EBAG9	40	13	1	1	17	5	1	1	1
EBF1	66	19	11	1	18	5	1	4	14
EBF2	21	10	3	1	15	2	1	1	9
EBF3	34	12	3	2	15	4	2	1	7
EBF4	49	13	4	1	14	7	1	4	7
EBI3	75	20	5	4	30	12	1	5	19
EBLN1	47	22	2	1	22	6	2	2	8
EBLN2	50	11	7	1	18	10	1	1	10
EBNA1BP2	71	22	14	1	23	10	1	8	6
EBP	77	17	4	2	28	6	1	5	5
EBPL	32	16	6	2	28	7	1	1	18
ECD	73	17	9	1	28	11	3	6	7
ECE1	37	7	3	1	18	9	1	2	6
ECEL1	52	15	6	2	16	2	1	3	5
ECH1	49	19	3	1	20	6	1	2	4
ECHDC1	61	14	6	1	48	9	3	5	16
ECHDC2	83	29	12	3	25	7	3	3	8
ECHDC3	47	16	10	1	17	4	1	1	5
ECHS1	79	12	4	1	36	9	1	4	5
ECI1	63	31	10	6	39	14	1	2	17
ECI2	86	17	11	4	35	7	2	4	14
ECM1	40	14	4	2	20	2	2	3	4
ECM2	46	11	4	1	20	12	1	4	2
ECPAS	43	8	6	5	22	10	1	6	7
ECRG4	33	10	4	1	20	5	1	1	8
ECSCR	44	10	4	1	16	6	1	1	6
ECSIT	53	26	8	5	18	6	1	1	6
ECT2	49	15	4	6	21	2	1	1	14
ECT2L	38	10	2	2	20	5	1	1	7
EDA	25	7	4	1	15	6	1	1	5
EDA2R	43	10	3	1	27	9	1	1	6
EDAR	56	14	11	1	23	7	1	1	11
EDARADD	43	17	5	1	19	5	1	2	4
EDC3	97	30	7	6	34	12	1	2	14
EDC4	55	16	3	1	24	5	1	6	4
EDDM13	36	18	6	3	20	4	1	1	11
EDDM3B	43	6	2	1	18	1	1	2	8
EDEM1	56	22	8	2	27	4	1	3	6
EDEM3	63	28	4	1	31	7	4	3	9
EDF1	147	45	15	2	67	26	1	9	6
EDIL3	42	16	5	1	165	43	7	7	16
EDN1	47	7	5	1	23	3	1	3	6
EDN2	14	8	6	1	13	4	1	1	3
EDN3	75	10	7	3	23	5	1	2	10
EDNRA	32	8	1	1	10	3	2	1	2
EDNRB	74	15	14	3	34	19	2	7	4
EDRF1	52	11	8	2	29	7	1	2	4
EEA1,PLEKHG7	38	17	6	1	15	5	3	2	8
EED	63	22	7	3	31	5	1	4	7
EEF1A2	67	15	4	2	30	9	1	3	5
EEF1AKMT1	37	16	3	1	18	9	1	4	4
EEF1AKMT2	43	19	3	2	22	6	1	6	6
EEF1AKMT3	43	16	7	3	17	7	1	4	1
EEF1AKMT4	42	14	5	3	14	7	2	3	5
EEF1AKMT4-ECE2,ECE2	52	23	7	1	16	7	1	5	9
EEF1AKNMT	71	15	6	1	32	9	1	2	4
EEF1B2	161	53	21	7	50	21	1	11	24
EEF1E1-BLOC1S5,EEF1E1	86	27	10	1	31	10	1	8	3
EEF1G	332	97	40	6	84	44	2	20	13
EEF2K	48	15	7	1	25	4	1	1	6
EEF2KMT,ALG1	132	45	13	7	33	8	1	2	10
EEFSEC	58	18	3	2	19	8	1	4	6
EEPD1	81	21	6	2	42	15	1	3	11
EFCAB1	38	11	5	1	11	6	1	1	4
EFCAB10	49	13	7	1	21	6	1	1	13
EFCAB11	30	10	2	1	21	5	1	1	9
